molecule_chembl_id,smiles,mechanism_of_action,target_chembl_id,target_name,action_type,max_phase,pref_name,text_rich
CHEMBL1200798,Cl.O=c1n(CCCN2CCN(c3cccc(Cl)c3)CC2)nc2ccccn12,Serotonin 2a (5-HT2a) receptor antagonist,CHEMBL224,5-hydroxytryptamine receptor 2A,ANTAGONIST,4,TRAZODONE HYDROCHLORIDE,Serotonin 2a (5-HT2a) receptor antagonist Target: 5-hydroxytryptamine receptor 2A. Action: ANTAGONIST. Drug: TRAZODONE HYDROCHLORIDE.
CHEMBL2358147,CCC(=O)c1ccc2c(c1)N(CCCN1CCN(CCO)CC1)c1ccccc1S2.O=C(O)/C=C\C(=O)O.O=C(O)/C=C\C(=O)O,Serotonin 2a (5-HT2a) receptor antagonist,CHEMBL224,5-hydroxytryptamine receptor 2A,ANTAGONIST,4,CARPHENAZINE MALEATE,Serotonin 2a (5-HT2a) receptor antagonist Target: 5-hydroxytryptamine receptor 2A. Action: ANTAGONIST. Drug: CARPHENAZINE MALEATE.
CHEMBL1108,O=C(CCCN1CC=C(n2c(=O)[nH]c3ccccc32)CC1)c1ccc(F)cc1,Serotonin 2a (5-HT2a) receptor antagonist,CHEMBL224,5-hydroxytryptamine receptor 2A,ANTAGONIST,4,DROPERIDOL,Serotonin 2a (5-HT2a) receptor antagonist Target: 5-hydroxytryptamine receptor 2A. Action: ANTAGONIST. Drug: DROPERIDOL.
CHEMBL1112,O=C1CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1,Serotonin 2a (5-HT2a) receptor antagonist,CHEMBL224,5-hydroxytryptamine receptor 2A,ANTAGONIST,4,ARIPIPRAZOLE,Serotonin 2a (5-HT2a) receptor antagonist Target: 5-hydroxytryptamine receptor 2A. Action: ANTAGONIST. Drug: ARIPIPRAZOLE.
CHEMBL3544974,CN1CC2c3ccccc3Oc3ccc(Cl)cc3C2C1.O=C(O)/C=C\C(=O)O,Serotonin 2a (5-HT2a) receptor antagonist,CHEMBL224,5-hydroxytryptamine receptor 2A,ANTAGONIST,4,ASENAPINE MALEATE,Serotonin 2a (5-HT2a) receptor antagonist Target: 5-hydroxytryptamine receptor 2A. Action: ANTAGONIST. Drug: ASENAPINE MALEATE.
CHEMBL1201060,CN1CCN(C2=Nc3ccccc3Oc3ccc(Cl)cc32)CC1.Cl,Serotonin 2a (5-HT2a) receptor antagonist,CHEMBL224,5-hydroxytryptamine receptor 2A,ANTAGONIST,4,LOXAPINE HYDROCHLORIDE,Serotonin 2a (5-HT2a) receptor antagonist Target: 5-hydroxytryptamine receptor 2A. Action: ANTAGONIST. Drug: LOXAPINE HYDROCHLORIDE.
CHEMBL1201155,CN1CCN(C2=Nc3ccccc3Oc3ccc(Cl)cc32)CC1.O=C(O)CCC(=O)O,Serotonin 2a (5-HT2a) receptor antagonist,CHEMBL224,5-hydroxytryptamine receptor 2A,ANTAGONIST,4,LOXAPINE SUCCINATE,Serotonin 2a (5-HT2a) receptor antagonist Target: 5-hydroxytryptamine receptor 2A. Action: ANTAGONIST. Drug: LOXAPINE SUCCINATE.
CHEMBL1615372,Cl.O=C1[C@@H]2[C@H]3CC[C@H](C3)[C@@H]2C(=O)N1C[C@@H]1CCCC[C@H]1CN1CCN(c2nsc3ccccc23)CC1,Serotonin 2a (5-HT2a) receptor antagonist,CHEMBL224,5-hydroxytryptamine receptor 2A,ANTAGONIST,4,LURASIDONE HYDROCHLORIDE,Serotonin 2a (5-HT2a) receptor antagonist Target: 5-hydroxytryptamine receptor 2A. Action: ANTAGONIST. Drug: LURASIDONE HYDROCHLORIDE.
CHEMBL1201052,CN1CCCCC1CCN1c2ccccc2Sc2ccc([S+](C)[O-])cc21.O=S(=O)(O)c1ccccc1,Serotonin 2a (5-HT2a) receptor antagonist,CHEMBL224,5-hydroxytryptamine receptor 2A,ANTAGONIST,4,MESORIDAZINE BESYLATE,Serotonin 2a (5-HT2a) receptor antagonist Target: 5-hydroxytryptamine receptor 2A. Action: ANTAGONIST. Drug: MESORIDAZINE BESYLATE.
CHEMBL654,CN1CCN2c3ncccc3Cc3ccccc3C2C1,Serotonin 2a (5-HT2a) receptor antagonist,CHEMBL224,5-hydroxytryptamine receptor 2A,ANTAGONIST,4,MIRTAZAPINE,Serotonin 2a (5-HT2a) receptor antagonist Target: 5-hydroxytryptamine receptor 2A. Action: ANTAGONIST. Drug: MIRTAZAPINE.
CHEMBL1200419,CCc1c(C)[nH]c2c1C(=O)C(CN1CCOCC1)CC2.Cl,Serotonin 2a (5-HT2a) receptor antagonist,CHEMBL224,5-hydroxytryptamine receptor 2A,ANTAGONIST,4,MOLINDONE HYDROCHLORIDE,Serotonin 2a (5-HT2a) receptor antagonist Target: 5-hydroxytryptamine receptor 2A. Action: ANTAGONIST. Drug: MOLINDONE HYDROCHLORIDE.
CHEMBL1200492,CCc1nn(CCCN2CCN(c3cccc(Cl)c3)CC2)c(=O)n1CCOc1ccccc1.Cl,Serotonin 2a (5-HT2a) receptor antagonist,CHEMBL224,5-hydroxytryptamine receptor 2A,ANTAGONIST,4,NEFAZODONE HYDROCHLORIDE,Serotonin 2a (5-HT2a) receptor antagonist Target: 5-hydroxytryptamine receptor 2A. Action: ANTAGONIST. Drug: NEFAZODONE HYDROCHLORIDE.
CHEMBL715,Cc1cc2c(s1)Nc1ccccc1N=C2N1CCN(C)CC1,Serotonin 2a (5-HT2a) receptor antagonist,CHEMBL224,5-hydroxytryptamine receptor 2A,ANTAGONIST,4,OLANZAPINE,Serotonin 2a (5-HT2a) receptor antagonist Target: 5-hydroxytryptamine receptor 2A. Action: ANTAGONIST. Drug: OLANZAPINE.
CHEMBL3989694,Cc1cc2c(s1)Nc1ccccc1N=C2N1CCN(C)CC1.O.O=C(O)c1cc2ccccc2c(Cc2c(O)c(C(=O)O)cc3ccccc23)c1O,Serotonin 2a (5-HT2a) receptor antagonist,CHEMBL224,5-hydroxytryptamine receptor 2A,ANTAGONIST,4,OLANZAPINE PAMOATE,Serotonin 2a (5-HT2a) receptor antagonist Target: 5-hydroxytryptamine receptor 2A. Action: ANTAGONIST. Drug: OLANZAPINE PAMOATE.
CHEMBL1621,Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2O,Serotonin 2a (5-HT2a) receptor antagonist,CHEMBL224,5-hydroxytryptamine receptor 2A,ANTAGONIST,4,PALIPERIDONE,Serotonin 2a (5-HT2a) receptor antagonist Target: 5-hydroxytryptamine receptor 2A. Action: ANTAGONIST. Drug: PALIPERIDONE.
CHEMBL2107360,CCCCCCCCCCCCCCCC(=O)OC1CCCn2c1nc(C)c(CCN1CCC(c3noc4cc(F)ccc34)CC1)c2=O,Serotonin 2a (5-HT2a) receptor antagonist,CHEMBL224,5-hydroxytryptamine receptor 2A,ANTAGONIST,4,PALIPERIDONE PALMITATE,Serotonin 2a (5-HT2a) receptor antagonist Target: 5-hydroxytryptamine receptor 2A. Action: ANTAGONIST. Drug: PALIPERIDONE PALMITATE.
CHEMBL1200469,CN(C)CCCN1c2ccccc2Sc2ccccc21.Cl,Serotonin 2a (5-HT2a) receptor antagonist,CHEMBL224,5-hydroxytryptamine receptor 2A,ANTAGONIST,4,PROMAZINE HYDROCHLORIDE,Serotonin 2a (5-HT2a) receptor antagonist Target: 5-hydroxytryptamine receptor 2A. Action: ANTAGONIST. Drug: PROMAZINE HYDROCHLORIDE.
CHEMBL3188993,O=C(O)/C=C/C(=O)O.OCCOCCN1CCN(C2=Nc3ccccc3Sc3ccccc32)CC1.OCCOCCN1CCN(C2=Nc3ccccc3Sc3ccccc32)CC1,Serotonin 2a (5-HT2a) receptor antagonist,CHEMBL224,5-hydroxytryptamine receptor 2A,ANTAGONIST,4,QUETIAPINE FUMARATE,Serotonin 2a (5-HT2a) receptor antagonist Target: 5-hydroxytryptamine receptor 2A. Action: ANTAGONIST. Drug: QUETIAPINE FUMARATE.
CHEMBL1423,O=c1[nH]c2ccccc2n1C1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,Serotonin 2a (5-HT2a) receptor antagonist,CHEMBL224,5-hydroxytryptamine receptor 2A,ANTAGONIST,4,PIMOZIDE,Serotonin 2a (5-HT2a) receptor antagonist Target: 5-hydroxytryptamine receptor 2A. Action: ANTAGONIST. Drug: PIMOZIDE.
CHEMBL85,Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2,Serotonin 2a (5-HT2a) receptor antagonist,CHEMBL224,5-hydroxytryptamine receptor 2A,ANTAGONIST,4,RISPERIDONE,Serotonin 2a (5-HT2a) receptor antagonist Target: 5-hydroxytryptamine receptor 2A. Action: ANTAGONIST. Drug: RISPERIDONE.
CHEMBL54,O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,Serotonin 2a (5-HT2a) receptor antagonist,CHEMBL224,5-hydroxytryptamine receptor 2A,ANTAGONIST,4,HALOPERIDOL,Serotonin 2a (5-HT2a) receptor antagonist Target: 5-hydroxytryptamine receptor 2A. Action: ANTAGONIST. Drug: HALOPERIDOL.
CHEMBL1200986,CCCCCCCCCC(=O)OC1(c2ccc(Cl)cc2)CCN(CCCC(=O)c2ccc(F)cc2)CC1,Serotonin 2a (5-HT2a) receptor antagonist,CHEMBL224,5-hydroxytryptamine receptor 2A,ANTAGONIST,4,HALOPERIDOL DECANOATE,Serotonin 2a (5-HT2a) receptor antagonist Target: 5-hydroxytryptamine receptor 2A. Action: ANTAGONIST. Drug: HALOPERIDOL DECANOATE.
CHEMBL4297147,CC(O)C(=O)O.O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,Serotonin 2a (5-HT2a) receptor antagonist,CHEMBL224,5-hydroxytryptamine receptor 2A,ANTAGONIST,4,HALOPERIDOL LACTATE,Serotonin 2a (5-HT2a) receptor antagonist Target: 5-hydroxytryptamine receptor 2A. Action: ANTAGONIST. Drug: HALOPERIDOL LACTATE.
CHEMBL14376,COc1cc(C(C)=O)ccc1OCCCN1CCC(c2noc3cc(F)ccc23)CC1,Serotonin 2a (5-HT2a) receptor antagonist,CHEMBL224,5-hydroxytryptamine receptor 2A,ANTAGONIST,4,ILOPERIDONE,Serotonin 2a (5-HT2a) receptor antagonist Target: 5-hydroxytryptamine receptor 2A. Action: ANTAGONIST. Drug: ILOPERIDONE.
CHEMBL479,CSc1ccc2c(c1)N(CCC1CCCCN1C)c1ccccc1S2,Serotonin 2a (5-HT2a) receptor antagonist,CHEMBL224,5-hydroxytryptamine receptor 2A,ANTAGONIST,4,THIORIDAZINE,Serotonin 2a (5-HT2a) receptor antagonist Target: 5-hydroxytryptamine receptor 2A. Action: ANTAGONIST. Drug: THIORIDAZINE.
CHEMBL1200916,CSc1ccc2c(c1)N(CCC1CCCCN1C)c1ccccc1S2.Cl,Serotonin 2a (5-HT2a) receptor antagonist,CHEMBL224,5-hydroxytryptamine receptor 2A,ANTAGONIST,4,THIORIDAZINE HYDROCHLORIDE,Serotonin 2a (5-HT2a) receptor antagonist Target: 5-hydroxytryptamine receptor 2A. Action: ANTAGONIST. Drug: THIORIDAZINE HYDROCHLORIDE.
CHEMBL1201,CN1CCN(CC/C=C2/c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1,Serotonin 2a (5-HT2a) receptor antagonist,CHEMBL224,5-hydroxytryptamine receptor 2A,ANTAGONIST,4,THIOTHIXENE,Serotonin 2a (5-HT2a) receptor antagonist Target: 5-hydroxytryptamine receptor 2A. Action: ANTAGONIST. Drug: THIOTHIXENE.
CHEMBL3989824,CN1CCN(CC/C=C2/c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1.Cl.Cl.O.O,Serotonin 2a (5-HT2a) receptor antagonist,CHEMBL224,5-hydroxytryptamine receptor 2A,ANTAGONIST,4,THIOTHIXENE HYDROCHLORIDE,Serotonin 2a (5-HT2a) receptor antagonist Target: 5-hydroxytryptamine receptor 2A. Action: ANTAGONIST. Drug: THIOTHIXENE HYDROCHLORIDE.
CHEMBL1257040,CN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1.Cl.Cl,Serotonin 2a (5-HT2a) receptor antagonist,CHEMBL224,5-hydroxytryptamine receptor 2A,ANTAGONIST,4,TRIFLUOPERAZINE HYDROCHLORIDE,Serotonin 2a (5-HT2a) receptor antagonist Target: 5-hydroxytryptamine receptor 2A. Action: ANTAGONIST. Drug: TRIFLUOPERAZINE HYDROCHLORIDE.
CHEMBL1200948,CC(CN(C)C)CN1c2ccccc2CCc2ccccc21.O=C(O)/C=C\C(=O)O,Serotonin 2a (5-HT2a) receptor antagonist,CHEMBL224,5-hydroxytryptamine receptor 2A,ANTAGONIST,4,TRIMIPRAMINE MALEATE,Serotonin 2a (5-HT2a) receptor antagonist Target: 5-hydroxytryptamine receptor 2A. Action: ANTAGONIST. Drug: TRIMIPRAMINE MALEATE.
CHEMBL1375743,Cl.O.O=C1Cc2cc(CCN3CCN(c4nsc5ccccc45)CC3)c(Cl)cc2N1,Serotonin 2a (5-HT2a) receptor antagonist,CHEMBL224,5-hydroxytryptamine receptor 2A,ANTAGONIST,4,ZIPRASIDONE HYDROCHLORIDE,Serotonin 2a (5-HT2a) receptor antagonist Target: 5-hydroxytryptamine receptor 2A. Action: ANTAGONIST. Drug: ZIPRASIDONE HYDROCHLORIDE.
CHEMBL3989833,CS(=O)(=O)O.O.O.O.O=C1Cc2cc(CCN3CCN(c4nsc5ccccc45)CC3)c(Cl)cc2N1,Serotonin 2a (5-HT2a) receptor antagonist,CHEMBL224,5-hydroxytryptamine receptor 2A,ANTAGONIST,4,ZIPRASIDONE MESYLATE,Serotonin 2a (5-HT2a) receptor antagonist Target: 5-hydroxytryptamine receptor 2A. Action: ANTAGONIST. Drug: ZIPRASIDONE MESYLATE.
CHEMBL831,CN1CCN(C2=Nc3ccccc3Oc3ccc(Cl)cc32)CC1,Serotonin 2c (5-HT2c) receptor antagonist,CHEMBL225,5-hydroxytryptamine receptor 2C,ANTAGONIST,4,LOXAPINE,Serotonin 2c (5-HT2c) receptor antagonist Target: 5-hydroxytryptamine receptor 2C. Action: ANTAGONIST. Drug: LOXAPINE.
CHEMBL2095211,C[C@H]1CNCCc2ccc(Cl)cc21.Cl,Serotonin 2c (5-HT2c) receptor agonist,CHEMBL225,5-hydroxytryptamine receptor 2C,AGONIST,4,LORCASERIN HYDROCHLORIDE,Serotonin 2c (5-HT2c) receptor agonist Target: 5-hydroxytryptamine receptor 2C. Action: AGONIST. Drug: LORCASERIN HYDROCHLORIDE.
CHEMBL1200426,CN1CCCC(CC2c3ccccc3Sc3ccccc32)C1.Cl.O,Serotonin 2c (5-HT2c) receptor antagonist,CHEMBL225,5-hydroxytryptamine receptor 2C,ANTAGONIST,4,METHIXENE HYDROCHLORIDE,Serotonin 2c (5-HT2c) receptor antagonist Target: 5-hydroxytryptamine receptor 2C. Action: ANTAGONIST. Drug: METHIXENE HYDROCHLORIDE.
CHEMBL1200938,CC[C@@H](CO)NC(=O)[C@@H]1C=C2c3cccc4c3c(cn4C)C[C@H]2N(C)C1.O=C(O)/C=C\C(=O)O,Serotonin 2c (5-HT2c) receptor antagonist,CHEMBL225,5-hydroxytryptamine receptor 2C,ANTAGONIST,4,METHYSERGIDE MALEATE,Serotonin 2c (5-HT2c) receptor antagonist Target: 5-hydroxytryptamine receptor 2C. Action: ANTAGONIST. Drug: METHYSERGIDE MALEATE.
CHEMBL654,CN1CCN2c3ncccc3Cc3ccccc3C2C1,Serotonin 2c (5-HT2c) receptor antagonist,CHEMBL225,5-hydroxytryptamine receptor 2C,ANTAGONIST,4,MIRTAZAPINE,Serotonin 2c (5-HT2c) receptor antagonist Target: 5-hydroxytryptamine receptor 2C. Action: ANTAGONIST. Drug: MIRTAZAPINE.
CHEMBL1200492,CCc1nn(CCCN2CCN(c3cccc(Cl)c3)CC2)c(=O)n1CCOc1ccccc1.Cl,Serotonin 2c (5-HT2c) receptor antagonist,CHEMBL225,5-hydroxytryptamine receptor 2C,ANTAGONIST,4,NEFAZODONE HYDROCHLORIDE,Serotonin 2c (5-HT2c) receptor antagonist Target: 5-hydroxytryptamine receptor 2C. Action: ANTAGONIST. Drug: NEFAZODONE HYDROCHLORIDE.
CHEMBL715,Cc1cc2c(s1)Nc1ccccc1N=C2N1CCN(C)CC1,Serotonin 2c (5-HT2c) receptor antagonist,CHEMBL225,5-hydroxytryptamine receptor 2C,ANTAGONIST,4,OLANZAPINE,Serotonin 2c (5-HT2c) receptor antagonist Target: 5-hydroxytryptamine receptor 2C. Action: ANTAGONIST. Drug: OLANZAPINE.
CHEMBL3989694,Cc1cc2c(s1)Nc1ccccc1N=C2N1CCN(C)CC1.O.O=C(O)c1cc2ccccc2c(Cc2c(O)c(C(=O)O)cc3ccccc23)c1O,Serotonin 2c (5-HT2c) receptor antagonist,CHEMBL225,5-hydroxytryptamine receptor 2C,ANTAGONIST,4,OLANZAPINE PAMOATE,Serotonin 2c (5-HT2c) receptor antagonist Target: 5-hydroxytryptamine receptor 2C. Action: ANTAGONIST. Drug: OLANZAPINE PAMOATE.
CHEMBL3188993,O=C(O)/C=C/C(=O)O.OCCOCCN1CCN(C2=Nc3ccccc3Sc3ccccc32)CC1.OCCOCCN1CCN(C2=Nc3ccccc3Sc3ccccc32)CC1,Serotonin 2c (5-HT2c) receptor antagonist,CHEMBL225,5-hydroxytryptamine receptor 2C,ANTAGONIST,4,QUETIAPINE FUMARATE,Serotonin 2c (5-HT2c) receptor antagonist Target: 5-hydroxytryptamine receptor 2C. Action: ANTAGONIST. Drug: QUETIAPINE FUMARATE.
CHEMBL85,Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2,Serotonin 2c (5-HT2c) receptor antagonist,CHEMBL225,5-hydroxytryptamine receptor 2C,ANTAGONIST,4,RISPERIDONE,Serotonin 2c (5-HT2c) receptor antagonist Target: 5-hydroxytryptamine receptor 2C. Action: ANTAGONIST. Drug: RISPERIDONE.
CHEMBL479,CSc1ccc2c(c1)N(CCC1CCCCN1C)c1ccccc1S2,Serotonin 2c (5-HT2c) receptor antagonist,CHEMBL225,5-hydroxytryptamine receptor 2C,ANTAGONIST,4,THIORIDAZINE,Serotonin 2c (5-HT2c) receptor antagonist Target: 5-hydroxytryptamine receptor 2C. Action: ANTAGONIST. Drug: THIORIDAZINE.
CHEMBL1200916,CSc1ccc2c(c1)N(CCC1CCCCN1C)c1ccccc1S2.Cl,Serotonin 2c (5-HT2c) receptor antagonist,CHEMBL225,5-hydroxytryptamine receptor 2C,ANTAGONIST,4,THIORIDAZINE HYDROCHLORIDE,Serotonin 2c (5-HT2c) receptor antagonist Target: 5-hydroxytryptamine receptor 2C. Action: ANTAGONIST. Drug: THIORIDAZINE HYDROCHLORIDE.
CHEMBL1200798,Cl.O=c1n(CCCN2CCN(c3cccc(Cl)c3)CC2)nc2ccccn12,Serotonin 2c (5-HT2c) receptor antagonist,CHEMBL225,5-hydroxytryptamine receptor 2C,ANTAGONIST,4,TRAZODONE HYDROCHLORIDE,Serotonin 2c (5-HT2c) receptor antagonist Target: 5-hydroxytryptamine receptor 2C. Action: ANTAGONIST. Drug: TRAZODONE HYDROCHLORIDE.
CHEMBL1257040,CN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1.Cl.Cl,Serotonin 2c (5-HT2c) receptor antagonist,CHEMBL225,5-hydroxytryptamine receptor 2C,ANTAGONIST,4,TRIFLUOPERAZINE HYDROCHLORIDE,Serotonin 2c (5-HT2c) receptor antagonist Target: 5-hydroxytryptamine receptor 2C. Action: ANTAGONIST. Drug: TRIFLUOPERAZINE HYDROCHLORIDE.
CHEMBL1200948,CC(CN(C)C)CN1c2ccccc2CCc2ccccc21.O=C(O)/C=C\C(=O)O,Serotonin 2c (5-HT2c) receptor antagonist,CHEMBL225,5-hydroxytryptamine receptor 2C,ANTAGONIST,4,TRIMIPRAMINE MALEATE,Serotonin 2c (5-HT2c) receptor antagonist Target: 5-hydroxytryptamine receptor 2C. Action: ANTAGONIST. Drug: TRIMIPRAMINE MALEATE.
CHEMBL1375743,Cl.O.O=C1Cc2cc(CCN3CCN(c4nsc5ccccc45)CC3)c(Cl)cc2N1,Serotonin 2c (5-HT2c) receptor antagonist,CHEMBL225,5-hydroxytryptamine receptor 2C,ANTAGONIST,4,ZIPRASIDONE HYDROCHLORIDE,Serotonin 2c (5-HT2c) receptor antagonist Target: 5-hydroxytryptamine receptor 2C. Action: ANTAGONIST. Drug: ZIPRASIDONE HYDROCHLORIDE.
CHEMBL3989833,CS(=O)(=O)O.O.O.O.O=C1Cc2cc(CCN3CCN(c4nsc5ccccc45)CC3)c(Cl)cc2N1,Serotonin 2c (5-HT2c) receptor antagonist,CHEMBL225,5-hydroxytryptamine receptor 2C,ANTAGONIST,4,ZIPRASIDONE MESYLATE,Serotonin 2c (5-HT2c) receptor antagonist Target: 5-hydroxytryptamine receptor 2C. Action: ANTAGONIST. Drug: ZIPRASIDONE MESYLATE.
CHEMBL2358147,CCC(=O)c1ccc2c(c1)N(CCCN1CCN(CCO)CC1)c1ccccc1S2.O=C(O)/C=C\C(=O)O.O=C(O)/C=C\C(=O)O,Serotonin 2c (5-HT2c) receptor antagonist,CHEMBL225,5-hydroxytryptamine receptor 2C,ANTAGONIST,4,CARPHENAZINE MALEATE,Serotonin 2c (5-HT2c) receptor antagonist Target: 5-hydroxytryptamine receptor 2C. Action: ANTAGONIST. Drug: CARPHENAZINE MALEATE.
CHEMBL908,CN(C)CC/C=C1/c2ccccc2Sc2ccc(Cl)cc21,Serotonin 2c (5-HT2c) receptor antagonist,CHEMBL225,5-hydroxytryptamine receptor 2C,ANTAGONIST,4,CHLORPROTHIXENE,Serotonin 2c (5-HT2c) receptor antagonist Target: 5-hydroxytryptamine receptor 2C. Action: ANTAGONIST. Drug: CHLORPROTHIXENE.
CHEMBL1200636,CN(C)CCC=C1c2ccccc2C=Cc2ccccc21.Cl,Serotonin 2c (5-HT2c) receptor antagonist,CHEMBL225,5-hydroxytryptamine receptor 2C,ANTAGONIST,4,CYCLOBENZAPRINE HYDROCHLORIDE,Serotonin 2c (5-HT2c) receptor antagonist Target: 5-hydroxytryptamine receptor 2C. Action: ANTAGONIST. Drug: CYCLOBENZAPRINE HYDROCHLORIDE.
CHEMBL1201155,CN1CCN(C2=Nc3ccccc3Oc3ccc(Cl)cc32)CC1.O=C(O)CCC(=O)O,Serotonin 2c (5-HT2c) receptor antagonist,CHEMBL225,5-hydroxytryptamine receptor 2C,ANTAGONIST,4,LOXAPINE SUCCINATE,Serotonin 2c (5-HT2c) receptor antagonist Target: 5-hydroxytryptamine receptor 2C. Action: ANTAGONIST. Drug: LOXAPINE SUCCINATE.
CHEMBL1201060,CN1CCN(C2=Nc3ccccc3Oc3ccc(Cl)cc32)CC1.Cl,Serotonin 2c (5-HT2c) receptor antagonist,CHEMBL225,5-hydroxytryptamine receptor 2C,ANTAGONIST,4,LOXAPINE HYDROCHLORIDE,Serotonin 2c (5-HT2c) receptor antagonist Target: 5-hydroxytryptamine receptor 2C. Action: ANTAGONIST. Drug: LOXAPINE HYDROCHLORIDE.
CHEMBL1200331,C[C@@H]1O[C@@H]1P(=O)(O)O.NC(CO)(CO)CO,UDP-N-acetylglucosamine 1-carboxyvinyltransferase inhibitor,CHEMBL1984,UDP-N-acetylglucosamine 1-carboxyvinyltransferase,INHIBITOR,4,FOSFOMYCIN TROMETHAMINE,UDP-N-acetylglucosamine 1-carboxyvinyltransferase inhibitor Target: UDP-N-acetylglucosamine 1-carboxyvinyltransferase. Action: INHIBITOR. Drug: FOSFOMYCIN TROMETHAMINE.
CHEMBL1963683,CC(C)OC(=O)CCC/C=C\C[C@@H]1[C@@H](/C=C/C(F)(F)COc2ccccc2)[C@H](O)C[C@@H]1O,Prostanoid FP receptor agonist,CHEMBL1987,Prostaglandin F2-alpha receptor,AGONIST,4,TAFLUPROST,Prostanoid FP receptor agonist Target: Prostaglandin F2-alpha receptor. Action: AGONIST. Drug: TAFLUPROST.
CHEMBL1051,CC(C)OC(=O)CCC/C=C\C[C@@H]1[C@@H](CC[C@@H](O)CCc2ccccc2)[C@H](O)C[C@@H]1O,Prostanoid FP receptor agonist,CHEMBL1987,Prostaglandin F2-alpha receptor,AGONIST,4,LATANOPROST,Prostanoid FP receptor agonist Target: Prostaglandin F2-alpha receptor. Action: AGONIST. Drug: LATANOPROST.
CHEMBL1200799,CC(C)OC(=O)CCC/C=C\C[C@@H]1[C@@H](/C=C/[C@@H](O)COc2cccc(C(F)(F)F)c2)[C@H](O)C[C@@H]1O,Prostanoid FP receptor agonist,CHEMBL1987,Prostaglandin F2-alpha receptor,AGONIST,4,TRAVOPROST,Prostanoid FP receptor agonist Target: Prostaglandin F2-alpha receptor. Action: AGONIST. Drug: TRAVOPROST.
CHEMBL1200896,CCCCC[C@H](O)/C=C/[C@@H]1[C@@H](C/C=C\CCCC(=O)O)[C@@H](O)C[C@H]1O.NC(CO)(CO)CO,Prostanoid FP receptor agonist,CHEMBL1987,Prostaglandin F2-alpha receptor,AGONIST,4,DINOPROST TROMETHAMINE,Prostanoid FP receptor agonist Target: Prostaglandin F2-alpha receptor. Action: AGONIST. Drug: DINOPROST TROMETHAMINE.
CHEMBL1200963,CCNC(=O)CCC/C=C\C[C@@H]1[C@@H](/C=C/[C@@H](O)CCc2ccccc2)[C@H](O)C[C@@H]1O,Prostanoid FP receptor agonist,CHEMBL1987,Prostaglandin F2-alpha receptor,AGONIST,4,BIMATOPROST,Prostanoid FP receptor agonist Target: Prostaglandin F2-alpha receptor. Action: AGONIST. Drug: BIMATOPROST.
CHEMBL1237105,CCCCC[C@](C)(O)/C=C/[C@@H]1[C@@H](C/C=C\CCCC(=O)O)[C@@H](O)C[C@H]1O.NC(CO)(CO)CO,Prostanoid FP receptor agonist,CHEMBL1987,Prostaglandin F2-alpha receptor,AGONIST,4,CARBOPROST TROMETHAMINE,Prostanoid FP receptor agonist Target: Prostaglandin F2-alpha receptor. Action: AGONIST. Drug: CARBOPROST TROMETHAMINE.
CHEMBL1200721,C[C@]12CC[C@@H]3c4ccc(OC(=O)N(CCCl)CCCl)cc4CC[C@H]3[C@@H]1CC[C@@H]2OP(=O)([O-])[O-].[Na+].[Na+],Estrogen receptor beta modulator,CHEMBL242,Estrogen receptor beta,MODULATOR,4,ESTRAMUSTINE PHOSPHATE SODIUM,Estrogen receptor beta modulator Target: Estrogen receptor beta. Action: MODULATOR. Drug: ESTRAMUSTINE PHOSPHATE SODIUM.
CHEMBL1200761,COc1ccc(C(Cl)=C(c2ccc(OC)cc2)c2ccc(OC)cc2)cc1,Estrogen receptor beta modulator,CHEMBL242,Estrogen receptor beta,MODULATOR,4,CHLOROTRIANISENE,Estrogen receptor beta modulator Target: Estrogen receptor beta. Action: MODULATOR. Drug: CHLOROTRIANISENE.
CHEMBL1116,Cl.O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12,Estrogen receptor beta modulator,CHEMBL242,Estrogen receptor beta,MODULATOR,4,RALOXIFENE HYDROCHLORIDE,Estrogen receptor beta modulator Target: Estrogen receptor beta. Action: MODULATOR. Drug: RALOXIFENE HYDROCHLORIDE.
CHEMBL1201057,CC1(C)C[C@@H]1C(=O)N/C(=C\CCCCSC[C@H](N)C(=O)O)C(=O)[O-].[Na+],Renal dipeptidase inhibitor,CHEMBL1989,Dipeptidase 1,INHIBITOR,4,CILASTATIN SODIUM,Renal dipeptidase inhibitor Target: Dipeptidase 1. Action: INHIBITOR. Drug: CILASTATIN SODIUM.
